CustomerId,Identifier,CreatedOn
3686306,1278276337764,2019-02-27 21:03:04.000
3686307,1265973624932,2019-02-25 20:29:44.000
3686308,1310514643044,2019-03-05 06:32:13.000
3686309,1310514839652,2019-03-05 06:32:14.000
3686310,1310514741348,2019-03-05 06:32:14.000
3686311,1310515003492,2019-03-05 06:32:15.000
3686312,1310514970724,2019-03-05 06:32:15.000
3686313,1310514937956,2019-03-05 06:32:15.000
3686314,1310514905188,2019-03-05 06:32:15.000
3686315,1310514872420,2019-03-05 06:32:14.000
3686316,1310515167332,2019-03-05 06:32:16.000
3686317,1310515134564,2019-03-05 06:32:16.000
3686318,1310515265636,2019-03-05 06:32:17.000
3686319,1310515462244,2019-03-05 06:32:18.000
3686320,1310515429476,2019-03-05 06:32:18.000
3686321,1310515298404,2019-03-05 06:32:18.000
3686322,1310515626084,2019-03-05 06:32:19.000
3686323,1310515593316,2019-03-05 06:32:19.000
3686324,1310515560548,2019-03-05 06:32:19.000
3686325,1310515822692,2019-03-05 06:32:20.000
3686326,1310515724388,2019-03-05 06:32:20.000
3686327,1310515691620,2019-03-05 06:32:20.000
3686328,1310515658852,2019-03-05 06:32:20.000
3686329,1310515953764,2019-03-05 06:32:21.000
3686330,1310515920996,2019-03-05 06:32:21.000
3686331,1310515888228,2019-03-05 06:32:21.000
3686332,1310515855460,2019-03-05 06:32:21.000
3686333,1310516084836,2019-03-05 06:32:22.000
3686334,1310516052068,2019-03-05 06:32:22.000
3686335,1310516019300,2019-03-05 06:32:22.000
3686336,1310515986532,2019-03-05 06:32:22.000
3686337,1310516183140,2019-03-05 06:32:23.000
3686338,1310516150372,2019-03-05 06:32:23.000
3686339,1310516117604,2019-03-05 06:32:23.000
3686340,1310516412516,2019-03-05 06:32:24.000
3686341,1310516346980,2019-03-05 06:32:24.000
3686342,1310516314212,2019-03-05 06:32:24.000
3686343,1310516281444,2019-03-05 06:32:24.000
3686344,1310516576356,2019-03-05 06:32:25.000
3686345,1310516543588,2019-03-05 06:32:25.000
3686346,1310516510820,2019-03-05 06:32:25.000
3686347,1310516478052,2019-03-05 06:32:25.000
3686348,1310516445284,2019-03-05 06:32:25.000
3686349,1310516805732,2019-03-05 06:32:26.000
3686350,1310516772964,2019-03-05 06:32:26.000
3686351,1310516609124,2019-03-05 06:32:26.000
3686352,1310517100644,2019-03-05 06:32:27.000
3686353,1310517035108,2019-03-05 06:32:27.000
3686354,1310516969572,2019-03-05 06:32:27.000
3686355,1310516904036,2019-03-05 06:32:27.000
3686356,1310516871268,2019-03-05 06:32:27.000
3686357,1310516838500,2019-03-05 06:32:27.000
3686358,1310517330020,2019-03-05 06:32:28.000
3686359,1310517198948,2019-03-05 06:32:28.000
3686360,1310517133412,2019-03-05 06:32:28.000
3686361,1310517493860,2019-03-05 06:32:29.000
3686362,1310517461092,2019-03-05 06:32:29.000
3686363,1310517395556,2019-03-05 06:32:29.000
3686364,1310517362788,2019-03-05 06:32:29.000
3686365,1310517756004,2019-03-05 06:32:30.000
3686366,1310517657700,2019-03-05 06:32:30.000
3686367,1310517624932,2019-03-05 06:32:30.000
3686368,1310517559396,2019-03-05 06:32:30.000
3686369,1310517952612,2019-03-05 06:32:31.000
3686370,1310517919844,2019-03-05 06:32:31.000
3686371,1310517887076,2019-03-05 06:32:31.000
3686372,1310517788772,2019-03-05 06:32:31.000
3686373,1310518247524,2019-03-05 06:32:32.000
3686374,1310518116452,2019-03-05 06:32:32.000
3686375,1310518050916,2019-03-05 06:32:32.000
3686376,1310518509668,2019-03-05 06:32:33.000
3686377,1310518476900,2019-03-05 06:32:33.000
3686378,1310518444132,2019-03-05 06:32:33.000
3686379,1310518280292,2019-03-05 06:32:33.000
3686380,1310518706276,2019-03-05 06:32:34.000
3686381,1310518640740,2019-03-05 06:32:34.000
3686382,1310518607972,2019-03-05 06:32:34.000
3686383,1310518575204,2019-03-05 06:32:34.000
3686384,1310518902884,2019-03-05 06:32:35.000
3686385,1310518837348,2019-03-05 06:32:35.000
3686386,1310519132260,2019-03-05 06:32:36.000
3686387,1310519099492,2019-03-05 06:32:36.000
3686388,1310519066724,2019-03-05 06:32:36.000
3686389,1310519001188,2019-03-05 06:32:36.000
3686390,1310519361636,2019-03-05 06:32:37.000
3686391,1310519296100,2019-03-05 06:32:37.000
3686392,1310519263332,2019-03-05 06:32:37.000
3686393,1310519623780,2019-03-05 06:32:38.000
3686394,1310519525476,2019-03-05 06:32:38.000
3686395,1310519459940,2019-03-05 06:32:38.000
3686396,1310520115300,2019-03-05 06:32:40.000
3686397,1310520049764,2019-03-05 06:32:40.000
3686398,1310519918692,2019-03-05 06:32:40.000
3686399,1310520344676,2019-03-05 06:32:41.000
3686400,1310520311908,2019-03-05 06:32:41.000
3686401,1310520279140,2019-03-05 06:32:41.000
3686402,1310520246372,2019-03-05 06:32:41.000
3686403,1310520574052,2019-03-05 06:32:42.000
3686404,1310520541284,2019-03-05 06:32:42.000
3686405,1310520475748,2019-03-05 06:32:42.000
3686406,1310520442980,2019-03-05 06:32:42.000
3686407,1310520410212,2019-03-05 06:32:42.000
3686408,1310520377444,2019-03-05 06:32:42.000
3686409,1310520836196,2019-03-05 06:32:43.000
3686410,1310520770660,2019-03-05 06:32:43.000
3686411,1310520737892,2019-03-05 06:32:43.000
3686412,1310521000036,2019-03-05 06:32:44.000
3686413,1310520967268,2019-03-05 06:32:44.000
3686414,1310521262180,2019-03-05 06:32:45.000
3686415,1310521229412,2019-03-05 06:32:45.000
3686416,1310521131108,2019-03-05 06:32:45.000
3686417,1310521098340,2019-03-05 06:32:45.000
3686418,1310521426020,2019-03-05 06:32:46.000
3686419,1310521393252,2019-03-05 06:32:46.000
3686420,1310521360484,2019-03-05 06:32:46.000
3686421,1310521294948,2019-03-05 06:32:46.000
3686422,1310521655396,2019-03-05 06:32:47.000
3686423,1310521622628,2019-03-05 06:32:47.000
3686424,1310521557092,2019-03-05 06:32:47.000
3686425,1310521491556,2019-03-05 06:32:47.000
3686426,1310521819236,2019-03-05 06:32:48.000
3686427,1310521786468,2019-03-05 06:32:48.000
3686428,1310521720932,2019-03-05 06:32:48.000
3686429,1310522015844,2019-03-05 06:32:49.000
3686430,1310521983076,2019-03-05 06:32:49.000
3686431,1310521950308,2019-03-05 06:32:49.000
3686432,1310522277988,2019-03-05 06:32:50.000
3686433,1310522245220,2019-03-05 06:32:50.000
3686434,1310522146916,2019-03-05 06:32:50.000
3686435,1310522114148,2019-03-05 06:32:50.000
3686436,1310522048612,2019-03-05 06:32:50.000
3686437,1310522474596,2019-03-05 06:32:51.000
3686438,1310522376292,2019-03-05 06:32:51.000
3686439,1310522343524,2019-03-05 06:32:51.000
3686440,1310522310756,2019-03-05 06:32:51.000
3686441,1310522671204,2019-03-05 06:32:52.000
3686442,1310522638436,2019-03-05 06:32:52.000
3686443,1310522605668,2019-03-05 06:32:52.000
3686444,1310522572900,2019-03-05 06:32:52.000
3686445,1310522540132,2019-03-05 06:32:52.000
3686446,1310522507364,2019-03-05 06:32:52.000
3686447,1310522998884,2019-03-05 06:32:53.000
3686448,1310522933348,2019-03-05 06:32:53.000
3686449,1310522835044,2019-03-05 06:32:53.000
3686450,1310522769508,2019-03-05 06:32:53.000
3686451,1310522703972,2019-03-05 06:32:53.000
3686452,1310523228260,2019-03-05 06:32:54.000
3686453,1310523195492,2019-03-05 06:32:54.000
3686454,1310523162724,2019-03-05 06:32:54.000
3686455,1310523129956,2019-03-05 06:32:54.000
3686456,1310523064420,2019-03-05 06:32:54.000
3686457,1310523392100,2019-03-05 06:32:55.000
3686458,1310523326564,2019-03-05 06:32:55.000
3686459,1310523293796,2019-03-05 06:32:55.000
3686460,1310523261028,2019-03-05 06:32:55.000
3686461,1310523588708,2019-03-05 06:32:56.000
3686462,1310523555940,2019-03-05 06:32:56.000
3686463,1310523523172,2019-03-05 06:32:56.000
3686464,1310523490404,2019-03-05 06:32:56.000
3686465,1310523457636,2019-03-05 06:32:56.000
3686466,1310523424868,2019-03-05 06:32:56.000
3686467,1310523818084,2019-03-05 06:32:57.000
3686468,1310523752548,2019-03-05 06:32:57.000
3686469,1310523687012,2019-03-05 06:32:57.000
3686470,1310523654244,2019-03-05 06:32:57.000
3686471,1310523621476,2019-03-05 06:32:56.000
3686472,1310523981924,2019-03-05 06:32:58.000
3686473,1310523916388,2019-03-05 06:32:58.000
3686474,1310523883620,2019-03-05 06:32:58.000
3686475,1310523850852,2019-03-05 06:32:58.000
3686476,1310524309604,2019-03-05 06:32:59.000
3686477,1310524244068,2019-03-05 06:32:59.000
3686478,1310524211300,2019-03-05 06:32:59.000
3686479,1310524145764,2019-03-05 06:32:59.000
3686480,1310524047460,2019-03-05 06:32:59.000
3686481,1310524506212,2019-03-05 06:33:00.000
3686482,1310524375140,2019-03-05 06:33:00.000
3686483,1310524342372,2019-03-05 06:33:00.000
3686484,1310524801124,2019-03-05 06:33:01.000
3686485,1310524768356,2019-03-05 06:33:01.000
3686486,1310524735588,2019-03-05 06:33:01.000
3686487,1310524670052,2019-03-05 06:33:01.000
3686488,1310524637284,2019-03-05 06:33:01.000
3686489,1310524571748,2019-03-05 06:33:01.000
3686490,1310524964964,2019-03-05 06:33:02.000
3686491,1310524932196,2019-03-05 06:33:02.000
3686492,1310524899428,2019-03-05 06:33:02.000
3686493,1310524866660,2019-03-05 06:33:02.000
3686494,1310525128804,2019-03-05 06:33:03.000
3686495,1310525096036,2019-03-05 06:33:03.000
3686496,1310525063268,2019-03-05 06:33:03.000
3686497,1310525030500,2019-03-05 06:33:03.000
3686498,1310525390948,2019-03-05 06:33:04.000
3686499,1310525358180,2019-03-05 06:33:04.000
3686500,1310525292644,2019-03-05 06:33:04.000
3686501,1310525259876,2019-03-05 06:33:04.000
3686502,1310525227108,2019-03-05 06:33:04.000
3686503,1310525194340,2019-03-05 06:33:04.000
3686504,1310525161572,2019-03-05 06:33:04.000
3686505,1310525554788,2019-03-05 06:33:05.000
3686506,1310525522020,2019-03-05 06:33:05.000
3686507,1310525489252,2019-03-05 06:33:05.000
3686508,1310525456484,2019-03-05 06:33:05.000
3686509,1310525423716,2019-03-05 06:33:05.000
3686510,1310525685860,2019-03-05 06:33:06.000
3686511,1310525653092,2019-03-05 06:33:06.000
3686512,1310525620324,2019-03-05 06:33:06.000
3686513,1310525816932,2019-03-05 06:33:07.000
3686514,1310525784164,2019-03-05 06:33:07.000
3686515,1310525751396,2019-03-05 06:33:07.000
3686516,1310525718628,2019-03-05 06:33:07.000
3686517,1310525980772,2019-03-05 06:33:08.000
3686518,1310525948004,2019-03-05 06:33:08.000
3686519,1310525915236,2019-03-05 06:33:08.000
3686520,1310525882468,2019-03-05 06:33:08.000
3686521,1310526210148,2019-03-05 06:33:09.000
3686522,1310526144612,2019-03-05 06:33:09.000
3686523,1310526079076,2019-03-05 06:33:09.000
3686524,1310526046308,2019-03-05 06:33:09.000
3686525,1310526341220,2019-03-05 06:33:10.000
3686526,1310526308452,2019-03-05 06:33:10.000
3686527,1310526275684,2019-03-05 06:33:10.000
3686528,1310526242916,2019-03-05 06:33:10.000
3686529,1310526505060,2019-03-05 06:33:11.000
3686530,1310526472292,2019-03-05 06:33:11.000
3686531,1310526406756,2019-03-05 06:33:11.000
3686532,1310526701668,2019-03-05 06:33:12.000
3686533,1310526668900,2019-03-05 06:33:12.000
3686534,1310526636132,2019-03-05 06:33:12.000
3686535,1310526570596,2019-03-05 06:33:12.000
3686536,1310526537828,2019-03-05 06:33:12.000
3686537,1310526832740,2019-03-05 06:33:13.000
3686538,1310526799972,2019-03-05 06:33:13.000
3686539,1310527062116,2019-03-05 06:33:14.000
3686540,1310526963812,2019-03-05 06:33:14.000
3686541,1310526931044,2019-03-05 06:33:14.000
3686542,1310526898276,2019-03-05 06:33:14.000
3686543,1310527193188,2019-03-05 06:33:15.000
3686544,1310527094884,2019-03-05 06:33:15.000
3686545,1310527324260,2019-03-05 06:33:16.000
3686546,1310527258724,2019-03-05 06:33:16.000
3686547,1310527225956,2019-03-05 06:33:16.000
3686548,1310527488100,2019-03-05 06:33:17.000
3686549,1310527455332,2019-03-05 06:33:17.000
3686550,1310527422564,2019-03-05 06:33:17.000
3686551,1310527389796,2019-03-05 06:33:17.000
3686552,1310527357028,2019-03-05 06:33:17.000
3686553,1310527750244,2019-03-05 06:33:18.000
3686554,1310527717476,2019-03-05 06:33:18.000
3686555,1310527651940,2019-03-05 06:33:18.000
3686556,1310527619172,2019-03-05 06:33:18.000
3686557,1310527586404,2019-03-05 06:33:18.000
3686558,1310527553636,2019-03-05 06:33:18.000
3686559,1310527946852,2019-03-05 06:33:19.000
3686560,1310527914084,2019-03-05 06:33:19.000
3686561,1310527881316,2019-03-05 06:33:19.000
3686562,1310527848548,2019-03-05 06:33:19.000
3686563,1310527815780,2019-03-05 06:33:19.000
3686564,1310527783012,2019-03-05 06:33:19.000
3686565,1310528176228,2019-03-05 06:33:20.000
3686566,1310528143460,2019-03-05 06:33:20.000
3686567,1310528110692,2019-03-05 06:33:20.000
3686568,1310528077924,2019-03-05 06:33:20.000
3686569,1310527979620,2019-03-05 06:33:20.000
3686570,1310528372836,2019-03-05 06:33:21.000
3686571,1310528307300,2019-03-05 06:33:21.000
3686572,1310528274532,2019-03-05 06:33:21.000
3686573,1310528241764,2019-03-05 06:33:21.000
3686574,1310528208996,2019-03-05 06:33:21.000
3686575,1310528536676,2019-03-05 06:33:22.000
3686576,1310528503908,2019-03-05 06:33:22.000
3686577,1310528471140,2019-03-05 06:33:22.000
3686578,1310528405604,2019-03-05 06:33:22.000
3686579,1310528700516,2019-03-05 06:33:23.000
3686580,1310528667748,2019-03-05 06:33:23.000
3686581,1310528602212,2019-03-05 06:33:23.000
3686582,1310528569444,2019-03-05 06:33:23.000
3686583,1310528798820,2019-03-05 06:33:24.000
3686584,1310528766052,2019-03-05 06:33:24.000
3686585,1310528733284,2019-03-05 06:33:24.000
3686586,1310529060964,2019-03-05 06:33:25.000
3686587,1310528962660,2019-03-05 06:33:25.000
3686588,1310528929892,2019-03-05 06:33:25.000
3686589,1310528864356,2019-03-05 06:33:25.000
3686590,1310528831588,2019-03-05 06:33:25.000
3686591,1310529224804,2019-03-05 06:33:26.000
3686592,1310529192036,2019-03-05 06:33:26.000
3686593,1310529126500,2019-03-05 06:33:26.000
3686594,1310529093732,2019-03-05 06:33:26.000
3686595,1310529388644,2019-03-05 06:33:27.000
3686596,1310529323108,2019-03-05 06:33:27.000
3686597,1310529290340,2019-03-05 06:33:27.000
3686598,1310529257572,2019-03-05 06:33:27.000
3686599,1310529585252,2019-03-05 06:33:28.000
3686600,1310529552484,2019-03-05 06:33:28.000
3686601,1310529519716,2019-03-05 06:33:28.000
3686602,1310529486948,2019-03-05 06:33:28.000
3686603,1310529454180,2019-03-05 06:33:28.000
3686604,1310529421412,2019-03-05 06:33:28.000
3686605,1310529749092,2019-03-05 06:33:29.000
3686606,1310529716324,2019-03-05 06:33:29.000
3686607,1310529683556,2019-03-05 06:33:29.000
3686608,1310529650788,2019-03-05 06:33:29.000
3686609,1310529880164,2019-03-05 06:33:30.000
3686610,1310529847396,2019-03-05 06:33:30.000
3686611,1310529814628,2019-03-05 06:33:30.000
3686612,1310529781860,2019-03-05 06:33:30.000
3686613,1310530044004,2019-03-05 06:33:31.000
3686614,1310530011236,2019-03-05 06:33:31.000
3686615,1310529978468,2019-03-05 06:33:31.000
3686616,1310529912932,2019-03-05 06:33:31.000
3686617,1310530240612,2019-03-05 06:33:32.000
3686618,1310530207844,2019-03-05 06:33:32.000
3686619,1310530142308,2019-03-05 06:33:32.000
3686620,1310530109540,2019-03-05 06:33:32.000
3686621,1310530076772,2019-03-05 06:33:32.000
3686622,1310530404452,2019-03-05 06:33:33.000
3686623,1310530371684,2019-03-05 06:33:33.000
3686624,1310530306148,2019-03-05 06:33:33.000
3686625,1310530273380,2019-03-05 06:33:33.000
3686626,1310530666596,2019-03-05 06:33:34.000
3686627,1310530633828,2019-03-05 06:33:34.000
3686628,1310530535524,2019-03-05 06:33:34.000
3686629,1310530469988,2019-03-05 06:33:34.000
3686630,1310530764900,2019-03-05 06:33:35.000
3686631,1310530732132,2019-03-05 06:33:35.000
3686632,1310530699364,2019-03-05 06:33:35.000
3686633,1310531059812,2019-03-05 06:33:36.000
3686634,1310531027044,2019-03-05 06:33:36.000
3686635,1310530994276,2019-03-05 06:33:36.000
3686636,1310530928740,2019-03-05 06:33:36.000
3686637,1310530895972,2019-03-05 06:33:36.000
3686638,1310530863204,2019-03-05 06:33:36.000
3686639,1310531190884,2019-03-05 06:33:37.000
3686640,1310531125348,2019-03-05 06:33:37.000
3686641,1310531092580,2019-03-05 06:33:37.000
3686642,1310531420260,2019-03-05 06:33:38.000
3686643,1310531387492,2019-03-05 06:33:38.000
3686644,1310531321956,2019-03-05 06:33:38.000
3686645,1310531289188,2019-03-05 06:33:38.000
3686646,1310531256420,2019-03-05 06:33:38.000
3686647,1310531223652,2019-03-05 06:33:37.000
3686648,1310531682404,2019-03-05 06:33:39.000
3686649,1310531649636,2019-03-05 06:33:39.000
3686650,1310531616868,2019-03-05 06:33:39.000
3686651,1310531551332,2019-03-05 06:33:39.000
3686652,1310531518564,2019-03-05 06:33:39.000
3686653,1310531485796,2019-03-05 06:33:39.000
3686654,1310531780708,2019-03-05 06:33:40.000
3686655,1310531747940,2019-03-05 06:33:40.000
3686656,1310531715172,2019-03-05 06:33:40.000
3686657,1310532010084,2019-03-05 06:33:41.000
3686658,1310531944548,2019-03-05 06:33:41.000
3686659,1310531911780,2019-03-05 06:33:41.000
3686660,1310531846244,2019-03-05 06:33:41.000
3686661,1310531813476,2019-03-05 06:33:41.000
3686662,1310532206692,2019-03-05 06:33:42.000
3686663,1310532173924,2019-03-05 06:33:42.000
3686664,1310532141156,2019-03-05 06:33:42.000
3686665,1310532108388,2019-03-05 06:33:42.000
3686666,1310532075620,2019-03-05 06:33:42.000
3686667,1310532042852,2019-03-05 06:33:42.000
3686668,1310532370532,2019-03-05 06:33:43.000
3686669,1310532337764,2019-03-05 06:33:43.000
3686670,1310532272228,2019-03-05 06:33:43.000
3686671,1310532239460,2019-03-05 06:33:43.000
3686672,1310532501604,2019-03-05 06:33:44.000
3686673,1310532468836,2019-03-05 06:33:44.000
3686674,1310532436068,2019-03-05 06:33:44.000
3686675,1310532763748,2019-03-05 06:33:45.000
3686676,1310532730980,2019-03-05 06:33:45.000
3686677,1310532665444,2019-03-05 06:33:45.000
3686678,1310532632676,2019-03-05 06:33:45.000
3686679,1310532599908,2019-03-05 06:33:45.000
3686680,1310532534372,2019-03-05 06:33:45.000
3686681,1310532993124,2019-03-05 06:33:46.000
3686682,1310532960356,2019-03-05 06:33:46.000
3686683,1310532927588,2019-03-05 06:33:46.000
3686684,1310532894820,2019-03-05 06:33:46.000
3686685,1310532862052,2019-03-05 06:33:46.000
3686686,1310532829284,2019-03-05 06:33:46.000
3686687,1310532796516,2019-03-05 06:33:46.000
3686688,1310533222500,2019-03-05 06:33:47.000
3686689,1310533189732,2019-03-05 06:33:47.000
3686690,1310533156964,2019-03-05 06:33:47.000
3686691,1310533124196,2019-03-05 06:33:47.000
3686692,1310533091428,2019-03-05 06:33:47.000
3686693,1310533025892,2019-03-05 06:33:47.000
3686694,1310533386340,2019-03-05 06:33:48.000
3686695,1310533353572,2019-03-05 06:33:48.000
3686696,1310533288036,2019-03-05 06:33:48.000
3686697,1310533255268,2019-03-05 06:33:48.000
3686698,1310533681252,2019-03-05 06:33:49.000
3686699,1310533648484,2019-03-05 06:33:49.000
3686700,1310533615716,2019-03-05 06:33:49.000
3686701,1310533582948,2019-03-05 06:33:49.000
3686702,1310533550180,2019-03-05 06:33:49.000
3686703,1310533877860,2019-03-05 06:33:50.000
3686704,1310533845092,2019-03-05 06:33:50.000
3686705,1310533812324,2019-03-05 06:33:50.000
3686706,1310533779556,2019-03-05 06:33:50.000
3686707,1310533746788,2019-03-05 06:33:50.000
3686708,1310533714020,2019-03-05 06:33:50.000
3686709,1310534074468,2019-03-05 06:33:51.000
3686710,1310534041700,2019-03-05 06:33:51.000
3686711,1310534008932,2019-03-05 06:33:51.000
3686712,1310533976164,2019-03-05 06:33:51.000
3686713,1310533943396,2019-03-05 06:33:51.000
3686714,1310534336612,2019-03-05 06:33:52.000
3686715,1310534303844,2019-03-05 06:33:52.000
3686716,1310534172772,2019-03-05 06:33:52.000
3686717,1310534140004,2019-03-05 06:33:52.000
3686718,1310534598756,2019-03-05 06:33:53.000
3686719,1310534533220,2019-03-05 06:33:53.000
3686720,1310534500452,2019-03-05 06:33:53.000
3686721,1310534434916,2019-03-05 06:33:53.000
3686722,1310534402148,2019-03-05 06:33:53.000
3686723,1310534369380,2019-03-05 06:33:53.000
3686724,1310534860900,2019-03-05 06:33:54.000
